enhancer_constituent_id,chrom,start,end,Class,Esrrb,Klf4,4-Oct,Sox2,Nanog,OSN,Stat3,Smad3,Tcf3,Prdm14,Tcfcp2I1,Nr5a2,Med1,H3K27ac,H3K4me1,H3K4me3,H3K9me3,Med12,p300,Pol2,CBP,Lsd1,Brg1,Brd4,Smc1,Nipbl,Mi2b,CHD7,HDAC2,HDAC,Dnase,Tbx3,Smad1,Kap1,Ronin,Zfx,CTCF,Tfe3,cMyc,CDK8,CDK9,pct_AT,pct_GC,phastCon_verti,phastCon_placental,phasCong_Average,Ell3,TET1,Aff4,Ring1B,CapH2,REST,Utx,Ell2,SA2,TBP,CTR9,Spt5,BioYY1,SA1,Rad21,MCAF1,SetDB1,Smc3,TET2,Wdr5,NcoA3,Atrx
INT_STITCHED_464_0,chr1,138586629,138587185,SE,0.0588,0.1737,0.9131,0.6205,1.0845,0.8727,0,0.7381,0.7136,1.6055,0.3656,0,2.764,0.2933,0.8799,0,0.5047,4.47,8.0203,0.4173,2.0398,1.2538,2.0163,6.2328,0.913,0.5639,1.5425,2.4404,1.7179,0.8113,1.4052,0.2408,0,0.1468,0.5605,0,0,0,0,1.57,1.0637,0.546763,0.453237,0.206399,0.206402,0.2064005,1.6713,0,0.768,0,2.2117,0,0.1909,0,0,1.6481,0.2346,0.7456,0,0,0.0456,0.0686,0.1943,0,0.3076,0,0.149,0.3086
INT_STITCHED_464_1,chr1,138591254,138592054,SE,2.1261,1.8981,0.6102,0.5033,1.7905,0.968,0.0774,0.7859,3.883,3.8213,0.2892,0.7494,2.6716,2.1996,1.2911,0.3371,0,3.0538,3.4792,2.114,1.0611,1.0746,1.3239,3.9583,0.7235,0.4511,1.0855,1.2538,0.6674,0.3571,2.3195,0.3264,0.4156,0.1361,0.4201,0.2213,0,0.0896,0,1.5129,0.8774,0.5275,0.4725,0.0166132,0.0166132,0.0166132,0.5163,0.8795,0.6056,0.5858,2.4418,0.4506,0.532,0,0.7755,1.5829,0.4089,0.7167,0.5565,0.4898,0.9874,0.1158,0.3336,0.217,0.2175,0.216,0.2412,0.0401
INT_STITCHED_464_2,chr1,138592293,138593131,SE,2.311,2.0972,0.8492,0.6279,2.247,1.241366667,0.303,1.5458,1.7805,6.6488,5.1867,0.4306,4.6202,2.6361,0,2.0845,0,8.3402,12.5376,5.5957,4.5314,4.2119,3.1585,8.0323,1.603,1.0823,1.7311,2.627,2.48,1.5087,3.3105,0.3632,0.5106,0.1532,0.3893,1.9018,0,1.3783,0,2.6044,2.0206,0.50358,0.49642,0.0327884,0.0327884,0.0327884,1.7116,2.8006,1.6049,1.1332,5.636,0.9261,1.0609,0,0.7326,2.3163,0.8378,1.5093,0.4812,1.2097,0.7619,0.1926,0.3884,0.4201,0,0.0885,0,0.6342
INT_STITCHED_466_0,chr1,138841643,138842570,SE,0,0.1493,0.9166,0.5235,2.2973,1.2458,0.0993,0.1995,0.4496,0.6876,0.3028,0.0447,0.3038,0,1.5689,0.1905,0,0.1298,0,0,0.3555,0.7484,0.2754,0.382,0.099,0.1532,0.5329,1.1142,0.2281,0.2643,0.4038,0.168,0.0793,0.2553,0,0.1395,0,0,0,0.3699,0.5138,0.605178,0.394822,0.17517,0.139452,0.157311,0.7157,0.3946,0.1713,0.258,1.4515,0.3345,0.0559,0,0.2183,0.4741,0.1721,0.1974,0.4484,0,0.2222,0,0.1064,0,0,0.0163,0,0.0319
INT_STITCHED_466_1,chr1,138847583,138848433,SE,2.7348,0.3586,1.1075,1.1117,1.9626,1.393933333,0.0276,0.7492,1.1553,1.3148,0.8179,0.2936,2.2601,0.6339,0.9938,0.6105,0,1.1733,0.8036,0,1.6789,2.0056,0,1.0859,0.1804,0.45,0.594,0.9837,0.6496,0.2952,0.6493,0.2313,0,0.141,0.1114,0,0,0.1068,0,1.1717,0.7659,0.514118,0.485882,0.0551487,0.0551494,0.05514905,1.2438,0.1747,0.5389,0,2.6784,0.2694,0.0514,0,0.3665,0.7555,0,0,0.2789,0,0,0,0,0,0,0,0,0.3625
INT_STITCHED_466_2,chr1,138849067,138850970,SE,4.0867,1.1294,1.3087,1.6882,1.9434,1.646766667,0.461,1.7849,0.7974,4.6153,0.0492,0.1675,1.7901,4.2866,0.1439,3.9699,0.2574,1.4734,2.414,0.6722,3.1675,1.417,1.0492,1.5119,0.4857,0.5511,0.7291,1.4607,1.5521,0.6784,2.2244,0.2234,0.1405,0.1157,0.2423,0.6195,0,0.0006,0,1.4561,1.0998,0.503941,0.496059,0.167858,0.158934,0.163396,0.5824,1.5108,0.5555,0.9856,3.4338,1.2453,0.2546,0,0.997,1.2228,0.155,0.567,0.2591,0.0285,0.3327,0.0508,0.1379,0.0328,0.2172,0.0537,0.0767,0.2619
INT_STITCHED_508_0,chr1,154939892,154939896,SE,1.3371,0.4938,0.0391,0.0173,0,0.0188,0,0,0,1.3731,0,0,0.3997,2.9177,2.2763,0,0,0.2792,0.1884,1.5694,0,0.0897,0.5567,0.8189,0.5561,0.3467,0.1376,0.7002,0,0.1333,0.6479,0.2251,0,0.2735,0.5381,0.0981,0,0.0821,0,0,0,0.5,0.5,0.00225,0.00225,0.00225,0.5296,0.0283,0.0342,0.2169,0.2599,0.041,0,0,0.6321,0.0769,0,0,0.0571,0.0634,0.3165,0,0,0.1249,0,0.1265,0,0
INT_STITCHED_508_1,chr1,154939988,154940954,SE,0.5626,0.7788,2.1211,2.2666,2.2781,2.221933333,0.1508,0.788,0.9384,23.8045,0,0,1.8788,3.0656,0.8284,1.1624,0,1.5875,3.0161,5.2874,0.7373,2.1206,0.7984,3.9616,0.6087,0.3861,1.151,1.0314,0.7523,0.4652,3.19,0.3584,0,0.1613,0.4028,0.112,0.0827,0.0801,0,1.3137,1.3893,0.501035,0.498965,0.0168223,0.0168202,0.01682125,0.759,3.6782,0.3948,0.5045,0.7859,0.1861,0.3938,0,0.5949,0.741,0.4616,1.0229,0.8898,0.9989,0.4552,0.4978,0.3906,0.294,0.275,0.2976,0,0.496
INT_STITCHED_508_2,chr1,154942077,154943709,SE,1.5558,0.4436,2.0029,1.8789,2.1872,2.023,0.9009,2.2959,3.6174,1.988,0,0.3624,3.191,3.0831,0.6854,0.7475,0,3.7149,5.1044,2.9313,2.6054,2.1334,0.2888,4.0892,0.6157,0.6857,0.7625,2.0209,1.2046,0.8627,2.1413,0.1858,0,0.1635,0.3777,0,0,0.0636,0,2.819,1.7104,0.510417,0.489583,0.0711446,0.0711453,0.07114495,0.6437,0.6945,1.0424,0.2925,1.1638,0.1927,0.5108,0,0.5313,1.0036,0.0996,0.387,0.2757,0.5301,0.2807,0.0116,0.1885,0.1097,0.0174,0,0,0.2331
INT_STITCHED_556_0,chr1,168054897,168055983,SE,0.7905,0.7134,2.3622,2.1153,2.1579,2.2118,1.8024,3.2497,1.9937,1.7331,1.0752,0.8892,3.2223,1.6213,0.6452,0,0.2019,5.2687,3.4971,4.7417,5.6818,2.8072,1.2036,9.5354,0.4814,0.7268,0.8227,1.7415,1.2177,0.5091,5.7302,0.4784,0.7937,0.2755,0.3625,0.9155,0,0.0301,0.3617,3.8404,2.0105,0.515654,0.484346,0.0272465,0.0310494,0.02914795,0.8825,1.4336,3.2363,0.601,6.3613,0.3152,0.3781,0,0.7289,3.0605,0.5048,0.7848,0.924,1.2197,0.4839,0.3612,0.3167,0.5668,0.7127,0.1548,0,0
INT_STITCHED_556_1,chr1,168065148,168065991,SE,2.7242,0.619,2.2006,0.5818,0.9451,1.2425,0,0.4554,0.1077,0.4125,1.0018,0.061,0.9779,2.2171,0.4445,0.187,0.366,0.922,1.7718,0.7736,1.7599,1.2489,0.6614,4.6177,0.1312,0.2616,0.2362,0.9223,0,0,1.2031,0.2095,0,0.1178,0.2559,0,0,0,0,0.7558,0.7798,0.47331,0.52669,0.0620146,0.0620156,0.0620151,0.275,0.4154,1.6452,0.1193,6.7953,0,0,0,0.5491,3.1063,0,0.1994,0.4041,0.3749,0.1491,0,0,0,0.0354,0,0.0569,0
INT_STITCHED_556_2,chr1,168072277,168073079,SE,1.6575,0.7787,1.7934,1.4749,4.7142,2.660833333,0.2517,1.5939,0.9188,1.7952,0.1772,0.1937,1.1782,0.4529,0.6913,0,0.3475,1.4274,0.7833,0.7462,1.3378,1.3169,1.0542,3.1531,0.1365,0.4373,1.24,1.08,0.71,0.5711,2.0749,0.102,0.6306,0.1077,0.1491,0.3593,0,0,0,1.0872,0.8744,0.55611,0.44389,0.0227637,0.0227637,0.0227637,0.5523,0.5622,1.5703,0.319,1.1756,0.334,0.573,0,1.267,1.0853,0.1081,0.1848,0,0.3715,0.0013,0.0559,0,0.159,0,0.0835,0.0995,0
INT_STITCHED_559_0,chr1,169201106,169201873,SE,1.0972,0.5919,0.5743,0.7196,2.0232,1.1057,0.246,0.3338,1.1661,6.4658,3.4696,0,0.7386,1.8342,0.8199,1.3143,0.5738,1.5732,0.6067,0.5591,0.9386,1.149,0.4432,0.7797,0.5667,0.4303,0.7669,0.7535,0.3641,0.8714,1.1446,0.4962,0.2611,0.3404,0.1272,0.4357,0.1504,1.36,0.1857,0.6878,0.7458,0.504563,0.495437,0.156516,0.156516,0.156516,0.1688,0.1033,0.7297,0.925,0.9637,0.9084,0.3413,0,0.5203,0.5623,0.5255,0.2941,1.814,0.4563,0,0.3947,0.4396,0.1972,0.3781,0.1803,0.3092,0.1554
INT_STITCHED_559_1,chr1,169209346,169209861,SE,1.5239,0.6934,1.069,1.2984,1.6331,1.3335,1.0234,0.9225,0.8941,1.9227,0,0,0.987,1.6223,0.4184,0.2752,0,1.6581,1.1137,0.037,1.8675,1.898,0.3885,0.441,0.6427,0.7543,0.2403,0.5858,0.2158,0.5065,0.2279,0.039,0,0.0508,0.3506,0.0358,0,0.0307,0.6369,1.2713,0.4381,0.483495,0.516505,0.0953379,0.0953379,0.0953379,0.3556,0,0.6333,0.2527,0.818,0,0.7961,0,0.6199,0.4964,0,0.2456,1.0136,0.283,0.5598,0,0.0152,0,0,0,0,0
INT_STITCHED_559_2,chr1,169212040,169212737,SE,1.492,0.501,1.1949,0.846,1.3055,1.115466667,0,0.4854,0.4262,0.9716,0.3284,0,0.7563,0.3849,0.7519,0.5018,0,0.6745,0.3109,0.003,0.7515,1.3576,0.9114,0.4058,0.0882,0.3099,0.6433,1.0337,0.5297,0.6883,0.2755,0.5297,0.0438,0.1013,0,0.0821,0,0.0519,0.3237,0.6055,1.1151,0.536585,0.463415,0.0366069,0.0319354,0.03427115,0.5805,0.367,0.244,0.3468,1.2473,0,0.061,0,0.6779,0.6936,0.0977,0.2896,0.8507,0,0.4239,0.067,0.024,0,0.1289,0.0874,0,0.0181
INT_STITCHED_559_3,chr1,169219450,169220423,SE,4.8384,0.6378,0.6586,0.9288,0.5684,0.7186,0.293,0.4537,0.4808,4.5777,0.0329,0.2085,0.8376,1.0997,0.6611,0.9509,0,0.9819,2.008,0.2082,1.5956,1.745,1.0909,0.9245,0.8314,0.5257,0.9953,1.3626,0.8662,0.6351,1.6104,0.3099,0,0.2144,0.3554,0.1044,0,0,0,0.8191,0.6599,0.487153,0.512847,0.21601,0.21601,0.21601,0.4557,1.5684,1.1065,0.8839,0.611,1.0876,0.2138,0,0.6799,0.1827,0.8762,0.3592,0.2009,0,0.0142,0.3583,0.4564,0.1522,0.007,0.2088,0.1275,0.122
INT_STITCHED_610_0,chr1,182818684,182819554,SE,3.196,2.8789,4.848,3.091,6.5893,4.842766667,0.829,22.3446,2.2257,3.0775,0.2808,0.1841,18.5489,3.0137,0.0612,0.4924,0,17.0901,15.3999,5.8476,20.1205,5.3044,1.9242,6.6926,1.2593,2.8853,1.2641,2.7157,1.4403,0.5435,4.6467,0.3026,0,0.231,0.8759,0.0432,0,0.1169,0,10.8919,3.268,0.465517,0.534483,0.0919844,0.103149,0.0975667,0.4926,2.3769,1.4792,0.865,1.5127,0.9594,1.1267,0,1.2833,1.3514,1.1129,1.0343,1.063,1.4265,0.4864,0.1487,0.0814,0.1129,0.2767,0.033,0,0.2286
INT_STITCHED_611_0,chr1,182854521,182855608,SE,3.2559,0.8694,3.8243,5.8696,11.3848,7.026233333,0.1326,15.763,1.7515,1.0607,0.9908,0.4425,11.6096,2.2307,1.3482,0.1195,0,10.8535,13.84,3.751,13.6146,4.6846,0.5025,5.3527,1.0342,2.0902,1.3715,2.4953,1.4221,0.3393,2.5416,1.0668,0.4168,0.0965,0.3094,2.0855,0,0.189,0,5.1666,1.7654,0.475621,0.524379,0.151265,0.151265,0.151265,0.4738,0.6364,0.9328,0.4219,0.4799,1.0813,0.7679,0,0.43,0.1264,0.9661,0.2451,0.8373,0.6739,0,0.1785,0.4117,0.1085,0.4767,0.1246,0,0.1336
INT_STITCHED_611_1,chr1,182863625,182864307,SE,1.0042,0,4.3591,1.6965,0.6256,2.227066667,0,5.0044,1.6593,0.0737,0.3256,0.0912,4.2199,1.2491,1.2223,0.5711,0,4.0008,8.0084,1.0804,3.0105,1.7295,0.9027,2.511,0.2915,0.8899,0.5769,1.6567,0.5953,0,0.7055,0.007,0.056,0.2264,0.6569,4.8019,0.0154,0,0,1.554,1.3018,0.485337,0.514663,0.0628136,0.0628136,0.0628136,0.8307,0,2.1851,0.617,0.3018,0.7534,0.2569,0,0.8679,0.4585,0.0598,0.0412,0.2092,0.039,0.6982,0,0,0,0,0,0,0.2285
INT_STITCHED_615_0,chr1,183948212,183949027,SE,0.067,0.1599,1.2163,0.7116,1.7932,1.240366667,0.1575,0.1515,0.7968,0.3154,0.2521,0.2249,0.4304,0.8268,0,6.1696,0.2548,0.849,0.2925,2.5298,0.2168,0.6726,0,0.9305,0.2043,0.2704,0.9496,0.7368,0.4366,0.3918,0.4811,0.137,0.196,0.1332,0.0933,0.4421,0,0,0,1.204,0.6729,0.61227,0.38773,0.621699,0.599132,0.6104155,1.0434,0,0.1995,0.464,3.9455,0.445,0.3697,0,0.2685,1.044,0.1267,0.3324,1.3674,1.4228,0.1201,0.1557,0.2084,0.2509,0.3015,0.1124,0,0.1134
INT_STITCHED_615_1,chr1,183959983,183961151,SE,3.865,1.0175,3.5018,5.0896,6.1363,4.909233333,0.5652,2.5326,0.9855,2.5796,0.3607,0.3793,4.7769,2.1362,0.334,0.5068,0,5.9233,6.8117,3.1951,6.0486,2.6601,1.4312,4.9254,0.8316,0.9004,1.415,1.6865,1.5147,0.8035,3.3499,0.7181,0.6418,0.1096,0.1913,0.9124,0,0,0,4.1899,1.8772,0.52911,0.47089,0.099654,0.0996549,0.09965445,1.2784,0.7753,0.5888,0.4712,3.1764,0.5982,0.9145,0,1.5347,1.6111,0.6031,0.699,0.6154,0.5618,0,0.3154,0.3649,0.1078,0.477,0.0575,1.0062,0.1246
INT_STITCHED_615_2,chr1,183961213,183961841,SE,0.8989,1.169,0.9788,0.8653,2.8868,1.576966667,0.4293,1.5298,0.1784,1.3783,0.5283,0,1.7523,2.9525,0.5941,0.19,0.1848,2.6729,0.9284,1.7004,2.6601,1.2107,0.662,2.2762,0.1751,0.1819,0.6007,0.6522,0.8929,0.2209,1.3605,0.1451,0.249,0.1499,0.3774,0,0,0.0763,0,2.0666,1.1746,0.562102,0.437898,0.170073,0.0927562,0.1314146,0.0645,0.3206,0,0.2349,0.778,0,0.2057,0,1.1055,0.4016,0.4237,0.2873,0.5078,0.4454,0.1751,0.0787,0.1319,0.0276,0,0.0692,0,0.2071
INT_STITCHED_746_0,chr2,20574602,20575417,SE,1.3126,0,2.69,1.6599,2.5674,2.305766667,0,2.0208,12.4302,2.5981,0.2738,0.2194,3.1313,1.1933,0.6856,0.4785,0.0175,3.052,1.6065,2.6906,3.3427,1.7229,0.752,4.8133,0.6204,0.696,1.563,2.4692,1.2697,0.6653,0.6233,0.2022,0.3185,0.0956,0.3618,0,0,0.0608,0,2.1318,1.6071,0.570552,0.429448,0.0469448,0.0469448,0.0469448,1.5416,0.2062,0.3986,0.011,3.8304,0.5424,0.4494,0,0.8395,1.0867,0.2669,0.3424,1.3949,1.3358,0,0.0869,0.0402,0.0819,0,0.0675,0,0.0047
INT_STITCHED_746_1,chr2,20576153,20577587,SE,1.0924,0.6369,3.0396,2.6174,3.2464,2.9678,0.1825,2.9378,2.6422,3.1212,1.1311,0.2131,4.1726,1.915,1.7987,0.976,0.0956,4.5951,4.5385,3.2179,3.0895,2.24,1.7856,6.7247,0.7836,0.9274,2.0289,3.7498,1.3354,1.0535,2.829,0.1154,0.55,0.1195,0.1988,0.2654,0,0.1109,0,3.3649,2.2451,0.562761,0.437238,0.0341436,0.0341508,0.0341472,1.3329,0.8565,0.4516,0.4576,3.6713,0.5416,0.9799,0,0.5229,1.4713,0.7489,0.7067,0.895,1.2557,0.2743,0.5072,0.4216,0.2762,0.2534,0.2881,0.2988,0.0212
INT_STITCHED_746_2,chr2,20587019,20587660,SE,0.2284,0,0.6845,1.0723,0.556,0.770933333,0,1.3367,0.5442,1.4594,0.0437,0.0556,4.7721,2.1393,1.2936,0.089,0,5.3754,8.4419,2.5867,1.1365,1.6538,0.6949,7.4648,1.0198,0.4958,0.8944,1.6834,2.0294,0.4062,2.2602,0,0,0.0924,0.2455,0.2106,0.2073,0,0,3.1608,1.6011,0.4883,0.5117,0.0913421,0.109924,0.10063305,0.6701,2.2215,0.6047,0.3007,2.7935,0.6281,0.3573,0,0.3705,0.8942,0.9352,0.4091,0.9487,0.9234,0.527,0.8921,0.7621,0,0.3896,0.2618,0,0.3116
INT_STITCHED_746_3,chr2,20590756,20591747,SE,2.0251,0.5813,1.3247,1.5459,0.9976,1.2894,1.2386,1.3895,0.3479,6.2555,0.8263,0.7002,9.3166,3.4418,1.1907,0.5262,0.5999,9.371,1.7463,6.7313,4.3563,1.74,0.9336,10.6546,0.4363,0.686,0.8762,1.64,0.2859,0,2.7951,0.033,0.3302,0.1113,0.0502,0.3032,0,0,0,5.0842,3.0651,0.528759,0.471241,0.0518449,0.0518475,0.0518462,0.8035,0.177,0.7487,0.0906,7.258,0.0882,0.372,0,0.4874,2.7518,0.8807,0.4239,1.2482,2.0284,0,0.6992,0.5367,0.411,0,0.1609,0,0.0419
INT_STITCHED_803_0,chr2,30913257,30913848,SE,0.4109,0,0.6242,1.1825,1.116,0.974233333,0.0462,0.1551,0.1875,0.4296,0.0193,1.4075,0.4933,1.2805,0.517,0.0915,0,0.8452,0.7478,0.0658,0.1685,0.8431,0.1193,0.6026,0.6586,0.2467,0.7483,0.6626,0.4148,0.7127,0.4849,0.208,0.0313,0.1431,0.272,0.0335,0,0.065,0,0.3519,0.5403,0.49577,0.50423,0.0270411,0.0270427,0.0270419,0.2477,0.3165,0,0.2053,0.1635,0.0184,0.0085,0,0.1027,0.2514,0.4365,0.2722,0,0.0659,0.1027,0.5251,0.7065,0.2688,0,0.4817,0,0
INT_STITCHED_803_1,chr2,30915672,30916908,SE,0.6083,0.5518,1.137,0.5349,0.5574,0.7431,0,0.4386,0.0991,0.7183,0.3339,0,0.9745,3.5603,0.4754,1.7825,0,0.9547,1.6339,0.0957,1.9895,1.0943,0.6533,1.201,0.461,0.3709,0.6909,1.3453,0.7271,0.9714,1.1315,0.0369,0,0.1301,0.1542,0.3166,0,0.1123,0.353,0.7285,1.0923,0.5089,0.4911,0.0841212,0.0767678,0.0804445,0.7358,1.4744,0.1887,0.1742,0.602,0.4023,0.3593,0,0.2403,0.2183,0.3619,0.4993,0.4871,0,0.4884,0.212,0.1538,0.1764,0.1571,0.0474,0.4274,0.2267
INT_STITCHED_803_2,chr2,30923903,30925299,SE,2.8678,0.455,1.3494,1.172,1.2922,1.2712,0.347,1.599,0.8693,5.4503,0.7032,0.0904,1.8094,4.0793,1.0094,0.8107,0.031,2.1255,1.9425,0.8966,2.2095,1.5611,1.1683,2.3817,0.5599,0.601,1.4992,1.8062,0.9844,0.8858,1.3819,0.1058,0.2031,0.1681,0.2991,0.9066,0,0.0335,0.2213,1.6541,1.5225,0.50788,0.49212,0.240177,0.241038,0.2406075,0.926,1.4385,0.5251,0.6855,0.559,0.6258,0.8895,0,0.1433,0.7334,0.3296,0.8268,0.8741,0.5146,0.1953,0.3941,0.3861,0.4849,0.7472,0.4353,0.3604,0.0959
INT_STITCHED_812_0,chr2,32008891,32009744,SE,0,0.0028,0.6595,0.9016,2.0663,1.209133333,0,0.0702,0.213,2.612,11.6685,0.3618,0.3849,1.2729,0.194,1.6769,0,0.7103,0.3261,0.048,0.4996,0.638,0.4485,0.2986,0.3412,0.2806,0.2913,0.7923,0.3312,0.4301,0.4106,0.0721,0.1277,0.1303,0.0499,0.0108,0,0,0,0.7402,0.6389,0.515827,0.484174,0.170436,0.185922,0.178179,0.1432,0,0.1356,0.1659,1.2846,0.0839,0.3528,0,0.2,0.6094,0.021,0.3417,0.6285,0.1619,0.0851,0.0133,0,0,0,0,0.2656,0.2015
INT_STITCHED_812_1,chr2,32017573,32018776,SE,0.6769,1.3139,0.9794,1.3312,1.1884,1.166333333,0.4661,1.8375,0.4029,0.4613,0.9873,0,4.5795,4.1313,0.7483,0.4456,0,5.3915,9.8914,4.4469,4.1993,3.5856,1.7061,3.1675,1.0042,1.0084,1.1774,1.2932,0.3724,0.4703,1.0361,0.0917,0.3672,0.1186,0.2203,0.3245,0,0.2555,0.4326,2.2179,2.7165,0.494597,0.505403,0.093817,0.0938194,0.0938182,1.0945,3.5242,0.7339,0.5841,1.9376,0.7213,0.4716,0,0.5894,0.8562,0.54,1.1903,2.3334,1.6883,0.6618,0.1122,0.3843,0.2278,0.6799,0.1822,0.1039,0.5055
INT_STITCHED_812_2,chr2,32029668,32030736,SE,2.5299,0.7442,1.1275,1.1465,1.2856,1.186533333,0.2053,3.7022,0.562,0.8461,11.9864,0.0355,5.8974,6.3515,0.4441,0.684,0,6.795,9.0544,2.362,4.5528,2.747,1.5023,2.058,1.1578,0.915,0.58,1.6133,0.8125,0.5365,0.7152,0.101,0,0.107,0.2766,0.7611,0,0.2296,0.1813,2.1479,1.4468,0.451311,0.548689,0.072542,0.0665392,0.0695406,0.5814,2.0193,0.6144,0.5477,1.3429,0.6738,0.3817,0,0.6429,0.9764,0.3336,0.3475,2.966,1.0656,0.5692,0,0,0.0431,0.0463,0.0199,0,0.3364
INT_STITCHED_817_0,chr2,33282029,33282550,SE,0.0515,0.3146,1.1226,0.4698,0.3661,0.652833333,0.1682,0.473,0.828,0.5879,0.3954,0,0.978,1.3538,0.9049,1.0887,0.074,0.7511,1.213,0.0972,0.7646,1.2509,0.077,1.0143,0.3256,0.1932,1.1537,1.714,0.5946,0.1681,0.4824,0.1872,0,0.2227,0.224,0.2595,0,0,0,0.4807,1.2889,0.502879,0.497121,0.583017,0.595274,0.5891455,1.0472,1.3004,0.8444,0.5589,0.6785,0.4732,0.449,0,0.3363,0.3438,0.2143,0.2464,0.5569,0,0,0.1345,0.2137,0.1389,0,0.248,0.1175,0.1424
INT_STITCHED_817_1,chr2,33293764,33294712,SE,3.5202,0.4575,0.9627,0.7193,0.4725,0.718166667,0,0.7554,0.5453,0.9719,1.5871,0.1828,3.7506,3.6166,1.3813,0.4814,0,1.9858,4.1117,1.1014,1.61,1.6455,1.2743,1.5307,0.4164,0.3193,0.4643,1.1614,1.1383,0.4745,0.896,0.0244,0,0.0899,0.1973,0.2165,0,0,0.1015,1.7018,1.4055,0.454641,0.545359,0.186597,0.186597,0.186597,0.4365,0.4683,0.451,0.4251,0.4988,0.1292,0.5171,0,0.3191,0.523,0.2815,0.2212,0.3038,0.2922,0.0482,0.1277,0.0729,0.1047,0,0.111,0.1568,0.0276
INT_STITCHED_817_2,chr2,33294855,33295688,SE,2.4347,1.3535,2.1504,0.8304,1.0302,1.337,0.2642,2.2671,0.6592,1.0057,0.6977,0.3266,3.3109,6.4396,1.1288,1.5129,0.3588,2.7003,5.034,4.1614,1.5972,2.8561,0.8632,2.3699,0.7895,0.931,0.9267,1.7692,0.7492,0.4399,3.711,0.2383,0,0.278,0.5051,0.3716,0,0,0,1.1981,2.124,0.464586,0.535414,0.0659498,0.0326338,0.0492918,0.7485,4.9809,2.9785,1.3797,1.0101,0.634,0.4685,0,1.0234,0.8706,0.5424,1.3983,0.7639,0.8955,0.1698,0.0088,0.2425,0.0248,0,0,0.2845,0.1177
INT_STITCHED_817_3,chr2,33300369,33300860,SE,5.709,1.5055,0.8083,0.9354,1.2306,0.991433333,0,1.064,0.3554,6.1811,2.8503,0.745,2.7776,1.1502,1.8552,0.1066,0,2.0749,1.244,0.0192,2.5353,1.7551,0.4381,1.6275,0.2064,0.6386,1.0576,1.8809,0.5651,1.2423,0.8726,0,0,0.1318,0.2134,0.1243,0,0.0454,0,1.8495,1.6666,0.545825,0.454175,0.112544,0.112544,0.112544,0.4813,0.5093,0.6303,0,0.2478,0,0.0519,0,1.1875,0.4246,0.1325,0.216,0.2967,0,0.204,0,0.0127,0,0,0.0334,0,0
INT_STITCHED_928_0,chr2,71488013,71488835,SE,3.5867,0.3979,1.1634,1.288,3.1794,1.876933333,0.1141,1.4422,0.4553,2.2861,0.2018,0.3073,1.9513,0.8282,1.2275,0.5625,0,1.3126,1.0963,0.2681,1.6905,1.3351,0.6188,1.3677,0.3652,0.5542,0.7591,0.6544,1.1714,0.538,0.1537,0,0.6629,0.0681,0.1309,1.0125,0,0.0998,0.048,1.5546,0.9634,0.577859,0.422141,0.0559889,0.0559889,0.0559889,0.5145,1.308,0.0164,0.3185,0,0.3846,0.1421,0,0.2751,0.0218,0.4514,0.4245,0.2419,0.1481,0.0765,0.2094,0.2487,0.3165,0,0.2033,0,0.3007
INT_STITCHED_928_1,chr2,71490211,71491139,SE,0.8482,1.7793,1.2485,0.6611,0.8401,0.916566667,0.8501,1.8401,0.9091,1.7706,0.7927,0.5468,2.2509,1.7722,0.5187,0.5546,0,2.8307,3.4171,0.5564,0.835,2.0367,1.3436,3.6969,1.343,0.7051,1.3643,1.6595,1.3148,0.872,1.8998,0.0974,0.2114,0.2909,0.3753,0.8359,0.9062,0,0,2.2621,1.732,0.536638,0.463362,0.200148,0.202871,0.2015095,1.1946,1.1002,0.5738,0.8226,0.3598,0.7773,0.4906,0,0.5803,0.56,2.8865,0.7245,0.2159,0.1128,1.8081,1.5402,2.0875,0.3858,0.3551,0.9043,0.0937,0.2277
INT_STITCHED_928_2,chr2,71493420,71494617,SE,4.2793,0.7384,1.0423,1.0722,1.1706,1.095033333,0.8879,2.7729,1.5771,34.1435,2.2318,0.1062,4.0434,3.9048,0.0693,0.6626,0,4.4222,7.9682,1.5766,3.2264,3.1116,1.5753,3.7173,1.5072,1.1044,0.9125,1.7324,1.3882,0.7776,4.5316,0.0944,0.2654,0.1293,0.5141,0.4381,0,0.0825,0,2.5555,2.1031,0.469507,0.530493,0.0396973,0.039698,0.03969765,0.8675,1.9517,3.7344,0.8967,1.0501,1.1114,1.0455,0,0.9678,1.6506,1.27,0.6607,0.4823,0.4309,0.3312,0.6472,0.7409,0.2588,0.2381,0.4759,0.2478,0.2033
INT_STITCHED_931_0,chr2,71575856,71576629,SE,0.17,0,0.5848,0.9578,1.0541,0.865566667,0,0.0241,0,0.2178,0,0.0444,0,0,0.5677,0,0,0.1695,0.1565,0,0,0.0993,0,0.2109,0,0.0079,0.0978,0.1087,0,0,0.04,0,0.2329,0.1193,0.0526,0.0047,0,0,0,0.2243,0.0713,0.566624,0.433376,0.0724282,0.0522027,0.06231545,0.2217,0,0.0937,0,0.2986,0,0.1483,0,0,0.3376,0,0,0.0466,0,0.0737,0,0,0,0,0,0,0
